LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0002832231-0001-7,EUREKA RESTAURANT GROUP LLC,EUREKA!,6250 TOPANGA CANYON BLVD UNIT #1505,WOODLAND HILLS,6250 TOPANGA CANYON 91367-2236,12101   CRENSHAW BLVD   SUITE #400,HAWTHORNE,90250-3469,722110,Full-service restaurants,3,09/17/2015,,"(34.1838, -118.6058)"
0002662474-0001-0,MARIA ESTER GONZALEZ LARIN,PULGARITO FAMILY RESTAURANT,2500 W PICO BLVD,LOS ANGELES,2500 PICO 90006-4004,,,,722110,Full-service restaurants,1,01/15/2013,,"(34.0472, -118.2916)"
0002329412-0001-8,NADIA NAVIE VAN / TAK MENG LAM / KONG LIM,POPULAR DONUT,3614 W SLAUSON AVENUE,LOS ANGELES,3614 SLAUSON 90043-2900,,,,722110,Full-service restaurants,8,03/28/2008,,"(33.9889, -118.3358)"
0000579371-0001-1,METRO ESTACION BALDERAS RESTAURANT INC,METRO BALDERAS RESTAURANT INC,8520 VAN NUYS BLVD,PANORAMA CITY,8520 VAN NUYS 91402-2911,,,,722110,Full-service restaurants,6,12/07/2001,,"(34.2252, -118.4488)"
0003107825-0001-4,VIRGINIA DEL CARMEN LEMUS DE ORTIZ,VICKY'S PUPUSERIA,2602   ARTESIAN PLACE,LOS ANGELES,2602 ARTESIAN 90031-2470,2301 HUMBOLDT STREET APT #134,LOS ANGELES,90031-3491,722110,Full-service restaurants,1,02/02/2019,,"(34.0806, -118.2175)"
0002750659-0001-6,JAMES ALVARADO,EL ARCA BAKERY AND RESTAURANT,1818 W 54TH STREET,LOS ANGELES,1818 54TH 90062-2601,,,,722110,Full-service restaurants,8,04/01/2014,,"(33.9932, -118.3096)"
0000971322-0001-1,TAQUERIA EL SOL & BAKERY,,1949 E 1ST STREET,LOS ANGELES,1949 1ST 90033-3412,,,,722110,Full-service restaurants,14,06/01/1999,,"(34.0458, -118.2157)"
0000819140-0001-7,MANUEL CAMPOS,CAMPOS TACOS,2639 S ROBERTSON BLVD,LOS ANGELES,2639 ROBERTSON 90034-2401,,,,722110,Full-service restaurants,10,12/01/1990,,"(34.0371, -118.3886)"
0000037441-0002-9,CANTERS FAIRFAX INC,CANTER'S DELI,12109 SANTA MONICA BLVD,LOS ANGELES,12109 SANTA MONICA 90025-2515,,,,722110,Full-service restaurants,11,11/20/2019,,"(34.0406, -118.4635)"
0000783239-0001-8,VASCLIKI GEORGOPOULOS/GEORGE SIDERIS,GEORGESIDERIS,2311 E CESAR E CHAVEZ AVENUE,LOS ANGELES,2311 CESAR E CHAVEZ 90033-1810,,,,722110,Full-service restaurants,14,03/01/1967,,"(34.0471, -118.2085)"
0003236887-0001-2,NIZAM INDIAN FOOD LLC,,10871 W PICO BLVD,LOS ANGELES,10871 PICO 90064-2114,,,,722110,Full-service restaurants,0,01/01/2021,,
0003167726-0001-9,"GUS'S BBQ 3, INC.",GUS'S BBQ,20179   RINALDI STREET   SUITE #150,PORTER RANCH,20179 RINALDI 91326,34 W DAYTON STREET,PASADENA,91105-2002,722110,Full-service restaurants,12,01/01/2020,,"(34.2754, -118.5505)"
0003235698-0001-7,STICKY RICE HIGHLAND PARK INC,,5043   YORK BLVD,LOS ANGELES,5043 YORK 90042,1801 W SUNSET BLVD,LOS ANGELES,90026-3226,722110,Full-service restaurants,14,02/01/2021,,"(34.1215, -118.2054)"
0003172397-0001-6,HENRY JOSE VALLEDARES,,1205 VENICE BLVD,LOS ANGELES,1205 Venice 90006-5517,11828 BELLMAN AVENUE,DOWNEY,90241-5216,722110,Full-service restaurants,1,01/10/2020,,"(34.0425, -118.2811)"
0003168710-0001-5,LEVON TANGYAN,GET HYE,5752 LANKERSHIM BLVD,NORTH HOLLYWOOD,5752 Lankershim 91601-1627,,,,722110,Full-service restaurants,2,01/01/2020,,"(34.1752, -118.3807)"
0002467872-0001-9,MOM'S FAMOUS KITCHEN INC,GIUSEPPE'S RESTAURANT | GIUSEPPIS RESTAURANT,23701 ROSCOE BLVD,WEST HILLS,23701 ROSCOE 91304-3041,,,,722110,Full-service restaurants,12,09/01/2009,,"(34.2192, -118.6437)"
0003154949-0002-6,PEOPLE'S PARTY LLC,GORDITOS,17947 CHATSWORTH STREET,GRANADA HILLS,17947 Chatsworth 91344-5606,,,,722110,Full-service restaurants,12,12/02/2019,,"(34.2652, -118.525)"
0003231732-0001-7,"FARMER'S FRIED CHICKEN, INC.",,2520 W 8TH STREET   UNIT #109,LOS ANGELES,2520 8TH 90057,2520 W 8TH STREET   UNIT #109,LOS ANGELES,90057-3861,722110,Full-service restaurants,1,01/20/2021,,"(34.0569, -118.283)"
0000048138-0001-8,KONSTANTINOS POLITIS,TOMS JR RESTAURANT,953 W FLORENCE AVENUE,LOS ANGELES,953 FLORENCE 90044-5106,953 W FLORENCE AVENUE,LOS ANGELES,90044-5106,722110,Full-service restaurants,8,12/01/1975,,"(33.9746, -118.2911)"
0000780761-0001-1,CHANG HOU LIU,GOLDEN SKY,14429 VICTORY BLVD,VAN NUYS,14429 VICTORY 91401-1440,5256 LOS ADORNOS WAY,LOS ANGELES,90027-1719,722110,Full-service restaurants,6,09/20/1990,,"(0.0, 0.0)"
0000805818-0001-4,998 S ROBERTSON CORPORATION,NATALEE THAI CUISINE,998 S ROBERTSON BLVD,LOS ANGELES,998 ROBERTSON 90035-1637,998 S ROBERTSON BLVD,LOS ANGELES,90035-1637,722110,Full-service restaurants,0,01/01/1997,,"(34.0594, -118.3836)"
0002386801-0001-9,IDA SESSIONS LLC,TWO BOOTS LA,1818 W SUNSET BLVD,LOS ANGELES,1818 SUNSET 90026-3227,,,,722110,Full-service restaurants,13,11/28/2008,,"(34.0778, -118.2597)"
0000394451-0007-6,ISLANDS RESTAURANTS LLC,ISLANDS FINE BURGERS & DRINKS,14141 VENTURA BLVD SUITE #2,SHERMAN OAKS,14141 VENTURA 91423-2712,5760   FLEET STREET   SUITE #100,CARLSBAD,92008-4713,722110,Full-service restaurants,4,10/01/2013,,"(34.1496, -118.4411)"
0002808792-0001-9,LITTLE EASY INC,,216 W 5TH STREET,LOS ANGELES,216 5TH 90013-2004,,,,722110,Full-service restaurants,14,01/31/2015,,"(34.0477, -118.2501)"
0002575885-0015-3,FAR WEST RESTAURANT GROUP LLC,WINGSTOP 7008,5643 LANKERSHIM BLVD    #7,NORTH HOLLYWOOD,5643 LANKERSHIM 91601-1723,1675 SCENIC AVENUE SUITE #150,COSTA MESA,92626-1472,722110,Full-service restaurants,2,03/04/2021,,
0003232435-0001-3,SRRA INC,KASTURI,3580 W 3RD STREET,LOS ANGELES,3580 3RD 90020,3580 W 3RD STREET,LOS ANGELES,90020-2013,722110,Full-service restaurants,10,01/02/2021,,"(34.0689, -118.2937)"
0000532314-0001-6,STARBUCKS CORPORATION,STARBUCKS COFFEE #5996,13351 RIVERSIDE DRIVE #A,SHERMAN OAKS,13351 RIVERSIDE 91423-2542,POST OFFICE BOX #34442,SEATTLE,98124-1442,722110,Full-service restaurants,4,09/01/2001,,"(34.1576, -118.4241)"
0000085792-0001-5,SALVADOR DIAZ,PIONEER CHICKEN #231,904 S SOTO STREET,LOS ANGELES,904 SOTO 90023-1323,,,,722110,Full-service restaurants,14,01/01/1990,,"(34.0343, -118.2156)"
0000027242-0001-2,JUAN C VILLASENOR,,15455 CABRITO ROAD,VAN NUYS,15455 CABRITO 91406-1407,8308 BELLINGHAM AVENUE,SUN VALLEY,91352-3801,722110,Full-service restaurants,6,02/02/1999,,"(34.2168, -118.4695)"
0002693587-0001-1,KICKIN KASIAN INC,KICKIN KASIAN,9545 RESEDA BLVD UNIT #19-20,NORTHRIDGE,9545 RESEDA 91324-2312,,,,722110,Full-service restaurants,12,08/06/2013,,"(34.2435, -118.536)"
0000460310-0001-7,INTERNATIONAL LITTLE LEAGUE OF WESTCHESTER,,5839 W 98TH STREET,LOS ANGELES,5839 98TH 90045-5605,,,,722110,Full-service restaurants,11,07/01/1984,,"(33.9473, -118.3846)"
0002709317-0001-1,TATSU RAMEN LLC,TATSU RAMEN,2123 SAWTELLE BLVD,LOS ANGELES,2123 SAWTELLE 90025-6200,,,,722110,Full-service restaurants,11,10/15/2013,,"(34.0392, -118.4421)"
0002974522-0002-6,THE POKE ME WORLDWIDE INC.,POKE ME,1244   WESTWOOD BLVD,LOS ANGELES,1244 WESTWOOD 90024-4801,,,,722110,Full-service restaurants,5,01/01/2017,,"(34.0579, -118.4429)"
0003301453-0001-1,"HERMANOS REYES VN, INC.",,16119 Sherman,Van Nuys,16119 SHERMAN 91406,16119 Sherman,Van Nuys,91406-3908,722110,Full-service restaurants,6,09/11/2021,,"(34.2015, 34.2015)"
0003286528-0001-2,"ANGEL CITY BELL, LLC",TACO BELL #39816,12786 Van Nuys,Pacoima,12786 VAN NUYS 91331,3120 S Durango #305,Las Vegas,89117-4454,722110,Full-service restaurants,7,12/01/2021,,"(34.2736, 34.2736)"
0000478019-0001-8,RINCON TAURINO INC,RINCON TAURINO,14551 NORDHOFF STREET,PANORAMA CITY,14551 NORDHOFF 91402-1810,,,,722110,Full-service restaurants,6,11/11/1983,,"(34.2354, -118.4493)"
0003269565-0001-2,MILANS PIZZA AND WINGS,,11009 BURBANK BLVD SUITE #120,NORTH HOLLYWOOD,11009 BURBANK 91601-5744,1249 N GOWER STREET,LOS ANGELES,90038-1881,722110,Full-service restaurants,2,10/01/2021,,
0003302121-0001-3,955 BULRO INC,,955 S VERMONT AVENUE SUITE #E,LOS ANGELES,955 Vermont 90006-1647,,,,722110,Full-service restaurants,10,12/08/2020,,"(34.0538, -118.292)"
0000069673-0001-1,BAR RESTAURANT LLC,BAR RESTAURANT,4326 W SUNSET BLVD,LOS ANGELES,4326 SUNSET 90029-2112,4326 W SUNSET BLVD,LOS ANGELES,90029-2112,722110,Full-service restaurants,13,08/29/2003,,"(34.0951, -118.2833)"
0003106532-0001-2,CRAFE CAFE INC,CRAVE CAFE - WEST HILLS,22950 VANOWEN STREET #E,WEST HILLS,22950 VANOWEN 91307-2500,22950 VANOWEN STREET #E,WEST HILLS,91307-2500,722110,Full-service restaurants,12,03/15/2019,,
0003168483-0001-0,TREVOR GREENS / ROGER JACKSON,,12727 SHERMAN WAY SUITE #B06,NORTH HOLLYWOOD,12727 Sherman 91605-5032,,,,722110,Full-service restaurants,2,01/01/2020,,"(34.2022, -118.4107)"
0000291355-0001-0,MNM PIZZA LLC,DOMINOS PIZZA 7889,4467 VAN NUYS BLVD,SHERMAN OAKS,4467 VAN NUYS 91403-2911,5737 KANAN ROAD #439,AGOURA HILLS,91301-1601,722110,Full-service restaurants,4,11/22/1995,,"(34.1526, -118.4486)"
0003167246-0001-5,CARLOS GUZMAN HERRERA,AZTEKA RESTAURANT,109 E PICO BLVD,LOS ANGELES,109 PICO 90015,1355 W COURT STREET   SUITE #603,LOS ANGELES,90026-5988,722110,Full-service restaurants,14,12/12/2019,,"(34.0363, -118.2601)"
0002818788-0001-9,IZALCO RESTAURANT CORPORATION,IZALCO RESTAURANT,10729 BURBANK BLVD,NORTH HOLLYWOOD,10729 BURBANK 91601-2515,10729 BURBANK BLVD,NORTH HOLLYWOOD,91601-2515,722110,Full-service restaurants,2,04/01/2015,,"(34.1721, -118.3647)"
0003198767-0001-4,SUPER BOWL ASIAN KITCHEN LLC,,4008 W 3RD STREET,LOS ANGELES,4008 3rd 90020-3103,,,,722110,Full-service restaurants,10,06/09/2020,,"(34.0688, -118.3007)"
0002488184-0001-4,1544 CAHUENGA LLC,STOUT BURGERS & BEERS,1544 N CAHUENGA BLVD,LOS ANGELES,1544 CAHUENGA 90028-7313,16311 VENTURA BLVD SUITE #845,ENCINO,91436-4330,722110,Full-service restaurants,13,11/12/2009,,"(34.0988, -118.3295)"
0000848162-0001-5,PAULA CEBALLOS,DON LENCHO,6119 S NORMANDIE AVENUE,LOS ANGELES,6119 NORMANDIE 90044-2723,,,,722110,Full-service restaurants,9,06/30/1997,,"(33.9839, -118.3002)"
0002980807-0001-5,SHAHERZAD RESTAURANT INC,,1422   WESTWOOD BLVD,LOS ANGELES,1422 WESTWOOD 90024-4912,,,,722110,Full-service restaurants,5,04/03/2017,,"(34.0549, -118.4412)"
0003121708-0001-1,JLINE MANAGEMENT INC,MA JANG DONG,3063 W 8TH STREET,LOS ANGELES,3063 8TH 90005-1815,3063 W 8TH STREET,LOS ANGELES,90005-1815,722110,Full-service restaurants,10,05/01/2019,,"(34.0578, -118.2937)"
0000873253-0001-7,SEVENTEEN HIGHLAND LLC,POWER HOUSE,1714 N HIGHLAND AVENUE,LOS ANGELES,1714 HIGHLAND 90028-4404,1714 N HIGHLAND AVENUE,LOS ANGELES,90028-4404,722110,Full-service restaurants,13,08/01/2004,,"(34.1022, -118.3384)"
0003212391-0001-6,FLACO EAST HOLLYWOOD LLC,,5654 HOLLYWOOD BLVD,LOS ANGELES,5654 HOLLYWOOD 90028-6810,2110   RIDGEVIEW AVENUE,LOS ANGELES,90041-3021,722110,Full-service restaurants,13,09/20/2020,,"(34.1014, -118.3133)"
0000383571-0001-9,BOARDNERS LLC,BOARDNERS,1652 N CHEROKEE AVENUE,LOS ANGELES,1652 CHEROKEE 90028-6212,1652 N CHEROKEE AVENUE,LOS ANGELES,90028-6212,722110,Full-service restaurants,13,08/01/1984,,"(34.1006, -118.335)"
0002761913-0001-2,NOODLE MONSTER INC,NOODLE MONSTER,5219  1/2 LAUREL CANYON BLVD,VALLEY VILLAGE,5219 LAUREL CANYON 91607-4940,,,,722110,Full-service restaurants,2,07/14/2014,,"(34.1654, -118.3965)"
0003219113-0001-1,SWINGERS DINER LLC,,8020   BEVERLY BLVD,LOS ANGELES,8020 BEVERLY 90048,8020   BEVERLY BLVD,LOS ANGELES,90048-4504,722110,Full-service restaurants,5,10/16/2020,,"(34.076, -118.3643)"
0000253962-0001-8,DIVINO PARTNERS LP,DIVINO RESTAURANT,11714 BARRINGTON COURT,LOS ANGELES,11714 BARRINGTON 90049-2930,,,,722110,Full-service restaurants,11,02/21/1996,,"(34.0645, -118.4694)"
0002622977-0001-9,GUACAMOLE AIRLINES LP,ESCUELA TAQUERIA,7450 BEVERLY BLVD,LOS ANGELES,7450 BEVERLY 90036-2701,,,,722110,Full-service restaurants,5,06/25/2012,,"(34.0759, -118.3525)"
0002376388-0002-1,MOUNA KALOUT / GEORGE MARJIK,MONA'S KITCHEN,18970   VENTURA BLVD,TARZANA,18970 VENTURA 91356-3224,,,,722110,Full-service restaurants,3,01/31/2019,,"(34.1721, -118.547)"
0002103120-0001-1,ALEJANDRO SANTOS,EL RANCHON,3564 S NORMANDIE AVENUE,LOS ANGELES,3564 NORMANDIE 90007-3429,,,,722110,Full-service restaurants,8,09/28/2005,,"(34.0234, -118.3002)"
0002543892-0001-0,IFOOD MANAGEMENT INC,THE HUMMUS BAR,18743 VENTURA BLVD,TARZANA,18743 VENTURA 91356-3302,,,,722110,Full-service restaurants,3,12/01/2010,,"(34.171, -118.5416)"
0000219019-0001-6,JOSE M/JUANA RODRIGUEZ,EL TACO LLAMA,8111 VAN NUYS BLVD #109,PANORAMA CITY,8111 VAN NUYS 91402-4813,,,,722110,Full-service restaurants,6,01/01/1995,,"(34.2181, -118.4487)"
0000100665-0001-8,ANTONIO RICCARDI,CAFE ANGELINO,8735 W 3RD STREET,LOS ANGELES,8735 3RD 90048-3803,,,,722110,Full-service restaurants,5,04/04/1994,,"(34.0735, -118.3829)"
0002765069-0001-3,LALITA GANS,COCONUT THAI CUISINE,18594 VENTURA BLVD,TARZANA,18594 VENTURA 91356-4146,,,,722110,Full-service restaurants,3,07/28/2014,,"(34.1696, -118.538)"
0000528853-0003-1,POLLO WEST CORP,EL POLLO LOCO,1545 S WESTERN AVENUE,LOS ANGELES,1545 WESTERN 90006-4233,5050 KANAN ROAD,AGOURA HILLS,91301-2516,722110,Full-service restaurants,10,11/05/2020,,"(34.0441, -118.3092)"
0002679569-0001-4,URBAN FRANCHISE HOLDINGS LLC,BASKIN ROBBINS,1954 W SLAUSON AVENUE,LOS ANGELES,1954 SLAUSON 90047-1129,1723 W IMPERIAL HIGHWAY,LOS ANGELES,90047-4813,722110,Full-service restaurants,8,02/01/2013,,"(33.9891, -118.3125)"
0000003783-0001-1,ALBERT QUAN TRAN,MISS DONUT,18231 SHERMAN WAY,RESEDA,18231 SHERMAN 91335-4551,,,,722110,Full-service restaurants,3,01/01/2000,,"(34.2011, -118.5301)"
0003219151-0001-6,AMMARIN SIRJANTA,,5321 HOLLYWOOD BLVD,LOS ANGELES,5321 Hollywood 90027-4910,14657 NORDHOFF STREET #13,PANORAMA CITY,91402-1738,722110,Full-service restaurants,13,10/19/2020,,"(34.102, -118.3064)"
0003169390-0001-9,JKJ ENTERPRISE LLC,HANSHIN POCHA,3500 W 6TH STREET   SUITE #311,LOS ANGELES,3500 6TH 90020,,,,722110,Full-service restaurants,10,12/27/2019,,"(34.0632, -118.2986)"
0002875306-0001-4,TRI WEST ENTERPRISES LLC,ROCCO'S TAVERN,1000   GAYLEY AVENUE,LOS ANGELES,1000 GAYLEY 90024-3402,12514 VENTURA BLVD,STUDIO CITY,91604-2412,722110,Full-service restaurants,5,01/01/2016,,"(34.0619, -118.4476)"
0000904041-0001-6,E/S FAST FOOD INC,TACOS EL UNICO,6650 CRENSHAW BLVD,LOS ANGELES,6650 CRENSHAW 90043-4155,,,,722110,Full-service restaurants,8,08/21/1998,,"(33.9787, -118.3308)"
0003219318-0001-0,PIZZA BAYERN INC,,13215 OSBORNE STREET UNIT #C,ARLETA,13215 Osborne 91331-4088,,,,722110,Full-service restaurants,7,09/16/2020,,"(34.2464, -118.421)"
0000159698-0001-0,WESTBURTON ANTIQUES INC,ESPRESSO PROFETA,1129 GLENDON AVENUE,LOS ANGELES,1129 GLENDON 90024-3501,17 LATIMER ROAD,SANTA MONICA,90402-1011,722110,Full-service restaurants,5,01/10/2003,,"(34.0, -118.0)"
0002753329-0001-2,P AND C LITTLE BLUE HOUSE LLC,LA PERGOLETTA CAFE,1800 HILLHURST AVENUE,LOS ANGELES,1800 HILLHURST 90027-4408,4336 KINGSWELL AVENUE,LOS ANGELES,90027-4502,722110,Full-service restaurants,4,05/27/2014,,
0003251062-0001-3,FOOD WORLD CHL INC,KING CHANG LA,3732 W 6TH STREET,LOS ANGELES,3732 6TH 90020,3732 W 6TH STREET,LOS ANGELES,90020-5102,722110,Full-service restaurants,10,05/01/2021,,"(34.0634, -118.3036)"
0002649921-0001-7,JULIAN FLORES,LINDO OAXACA,322 E WASHINGTON BLVD,LOS ANGELES,322 WASHINGTON 90015-3605,,,,722110,Full-service restaurants,9,12/10/2012,,"(34.0298, -118.2622)"
0000319776-0001-7,E J RESTAURANTS INC,DENNYS RESTAURANT #6865,3750 WILSHIRE BLVD,LOS ANGELES,3750 WILSHIRE 90010-2807,,,,722110,Full-service restaurants,10,02/21/1996,,"(34.0616, -118.3078)"
0003269209-0001-4,WILLMAR RODRIGUEZ,FLOR BLANCA RESTAURANT,806 S Alvarado,Los Angeles,806 ALVARADO 90057,806 S Alvarado,Los Angeles,90057-4010,722110,Full-service restaurants,1,09/10/2021,,"(34.0546, 34.0546)"
0000641901-0001-2,SHARON GALVAN,AIRLINER,2419 N BROADWAY,LOS ANGELES,2419 BROADWAY 90031-2218,14431 DEERFIELD AVENUE,TUSTIN,92780-6307,722110,Full-service restaurants,1,04/14/1988,,"(34.0736, -118.2161)"
0000414428-0001-2,FARID RESTAURANT CORP,,635 S BROADWAY #A35,LOS ANGELES,635 BROADWAY 90014-1803,5261 VANALDEN AVENUE,TARZANA,91356-3924,722110,Full-service restaurants,14,01/15/2001,,"(34.046, -118.2525)"
0003214637-0001-1,ISIDRO VILLAFANA,ENCANTO DE ZAPOPAN RESTAURANT,6855   VAN NUYS BLVD,VAN NUYS,6855 VAN NUYS 91405-4627,13304   BORDEN AVENUE,SYLMAR,91342-2803,722110,Full-service restaurants,6,11/05/2020,,"(34.1955, -118.4489)"
0002570822-0005-4,HIT WORLD CORPORATION,KILLER NOODLE TSUJITA,2030   SAWTELLE BLVD,LOS ANGELES,2030 SAWTELLE 90025-6230,2127 SAWTELLE BLVD #A,LOS ANGELES,90025-6249,722110,Full-service restaurants,11,10/01/2017,,"(34.0403, -118.4426)"
0002721488-0001-4,LESVIA BANEGAS ACEITUNO,EL CAMACHOS RESTAURANT,2019 VENICE BLVD,LOS ANGELES,2019 VENICE 90006-5222,,,,722110,Full-service restaurants,10,01/01/2014,,"(34.0436, -118.3009)"
0000077444-0001-0,S. Y. CHINA WOK CORPORATION,CHINA WOK,9110 SEPULVEDA BLVD,NORTH HILLS,9110 SEPULVEDA 91343-6938,,,,722110,Full-service restaurants,7,08/01/2003,,"(34.2356, -118.4674)"
0003219551-0001-9,MARIA Q PRIETO ESPARZA,TACOS EL VAMPIRO,12737 GLENOAKS BLVD SUITE #27,SYLMAR,12737 Glenoaks 91342-4777,12233 CANYON HILL AVENUE,SYLMAR,91342-5495,722110,Full-service restaurants,7,11/20/2020,,"(34.3015, -118.4426)"
0003176543-0001-5,MMA LEMON LLC,LEMON ZEST CAFE - VAN NUYS,7600 BALBOA BLVD    #109,VAN NUYS,7600 Balboa 91406-2267,,,,722110,Full-service restaurants,6,02/01/2020,,"(34.2006, -118.4871)"
0000458700-0001-8,FRANKLIN J CASTILLO/ALBA M CASTILLO,HUICHO'S BAKERY,1250 S VERMONT AVENUE #106,LOS ANGELES,1250 VERMONT 90006-2769,,,,722110,Full-service restaurants,1,04/06/1997,,"(34.0481, -118.2916)"
0000275170-0002-2,GARCO ENTERPRISES INC,MCDONALD'S #7072,10611 W PICO BLVD,LOS ANGELES,10611 PICO 90064-2213,,,,722110,Full-service restaurants,5,03/01/1999,,"(34.0433, -118.4222)"
0002567365-0001-3,THE PIE HOLE LLC,,714 TRACTION AVENUE,LOS ANGELES,714 TRACTION 90013-1814,,,,722110,Full-service restaurants,14,08/01/2011,,"(34.0456, -118.2363)"
0002619326-0001-1,JUAN JOSE PORTILLO/GLENDA ISELA PORTILLO,LA PLAYA RESTAURANT,1642 W ADAMS BLVD,LOS ANGELES,1642 ADAMS 90007-1532,,,,722110,Full-service restaurants,8,06/04/2012,,"(34.0327, -118.2985)"
0002271138-0001-6,TIKKA DEVELOPMENT GROUP LLC,TIKKA GRILL,22818 VANOWEN STREET SUITE #B,WEST HILLS,22818 VANOWEN 91307-2532,,,,722110,Full-service restaurants,12,08/01/2005,,"(34.1937, -118.6239)"
0003251544-0001-6,COMIDA MEXICANA LA MORELENSE,COMIDA MEXICANA LA MORELENSE,11913   AVALON BLVD,LOS ANGELES,11913 AVALON 90061,11913   AVALON BLVD,LOS ANGELES,90061-2836,722110,Full-service restaurants,15,05/05/2021,,"(33.9244, -118.2654)"
0002871578-0001-6,TOKYO CUBE INC,TOKYO CUBE,3173 CAHUENGA BLVD W,LOS ANGELES,3173 CAHUENGA 90068-1769,,,,722110,Full-service restaurants,4,01/01/2016,,"(34.128, -118.3467)"
0002956493-0001-1,SUSHI GO LLC,ASAKUMA SUSHI DELIVERY,11769   SANTA MONICA BLVD,LOS ANGELES,11769 SANTA MONICA 90025-2843,,,,722110,Full-service restaurants,11,01/30/2017,,"(34.0431, -118.458)"
0002706435-0001-6,IVIN JOHNSON,MS. PRISSY'S KITCHEN,5338  1/2 CRENSHAW BLVD,LOS ANGELES,5338 CRENSHAW 90043-1810,11520 JEFFERSON BLVD SUITE #230,CULVER CITY,90230-6148,722110,Full-service restaurants,8,01/01/2014,,"(33.9938, -118.3305)"
0003199314-0001-7,MANUEL FABIAN & RODOLFO SANTIAGO & CIPRIANO LOPEZ,VILLAGE CAFE AND PIZZA,3710 W MARTIN LUTHER KING JR BLVD SUITE #121,LOS ANGELES,3710 Martin Luther King Jr 90008-1761,,,,722110,Full-service restaurants,10,06/12/2020,,"(34.0123, -118.3386)"
0003183527-0001-1,TGI FRIDAY'S INC,TGI FRIDAYS,6721 LA TIJERA BLVD,LOS ANGELES,6721 LA TIJERA 90045-2017,19111 DALLAS PARKWAYS  SUITE #165,DALLAS,75287-6928,722110,Full-service restaurants,11,02/18/2020,,"(33.9788, -118.3712)"
0000836917-0001-4,EL COLMAO INC,EDUARDO SOUSA | EL COLMAO INC,2328 W PICO BLVD,LOS ANGELES,2328 PICO 90006-4002,2328 W PICO BLVD,LOS ANGELES,90006-4002,722110,Full-service restaurants,1,03/01/1969,,"(34.0472, -118.2876)"
0003303424-0001-9,WEST HILLS 778 INC,IHOP 778,22810 Vanowen,West Hills,22810 VANOWEN 91307,6404 Wilshire #1040,Los Angeles,90048-5501,722110,Full-service restaurants,12,03/10/2021,,"(34.1934, 34.1934)"
0000946001-0001-1,JAIPUR CORP,JAIPUR INDIAN CUISINE,10916 W PICO BLVD,LOS ANGELES,10916 PICO 90064-2112,10916 W PICO BLVD,LOS ANGELES,90064-2112,722110,Full-service restaurants,5,04/01/1999,,"(34.0394, -118.43)"
0002756568-0001-1,"HAMA SUSHI, INC.",HAMA SUSHI,347 E 2ND STREET,LOS ANGELES,347 2ND 90012-4215,347 E 2ND STREET,LOS ANGELES,90012-4215,722110,Full-service restaurants,14,01/01/2014,,"(34.0486, -118.2407)"
0003230672-0001-6,SKAFS LLC,,4753   YORK BLVD,LOS ANGELES,4753 YORK 90042,4753   YORK BLVD,LOS ANGELES,90042-1648,722110,Full-service restaurants,14,01/13/2021,,"(34.1225, -118.2118)"
0003209200-0001-5,SWT CHINESE GOURMET,THE MANADARETTE CAFE,8386   BEVERLY BLVD,LOS ANGELES,8386 BEVERLY 90048-2631,8386   BEVERLY BLVD,LOS ANGELES,90048-2631,722110,Full-service restaurants,5,07/27/2020,,"(34.0758, -118.373)"
0000972461-0001-6,CHARLES FATA JR,CHARLIES TRIO,5769 HUNTINGTON DRIVE N,LOS ANGELES,5769 HUNTINGTON 90032-1326,,,,722110,Full-service restaurants,0,07/01/1971,,"(34.0978, -118.1554)"
0000815366-0001-9,SINA CHEV / NARY CHEV,KS DONUT EMPORIUM,14354 VENTURA BLVD,SHERMAN OAKS,14354 VENTURA 91423-2755,,,,722110,Full-service restaurants,4,12/15/1989,,"(34.1503, -118.4451)"
0003301889-0001-1,BOILING POT AND BOBA STREET INC,BOILING POT & BOBA STREET,19524 NORDHOFF STREET SUITE #3,NORTHRIDGE,19524 NORDHOFF 91324-2431,,,,722110,Full-service restaurants,12,03/05/2022,,"(34.2347, -118.5589)"
0000822454-0001-9,22ND STREET LANDING LTD,22ND ST LANDING BAR GRILL | 22ND ST LANDING SEAFOOD GRILL & BAR,141 W 22ND STREET #A,SAN PEDRO,141 22ND 90731-7248,,,,722110,Full-service restaurants,15,06/05/1990,,"(33.7244, -118.2847)"
0002385704-0001-7,NIHAL SINGH,GOLDEN INDIAN GRILL,5954 W PICO BLVD,LOS ANGELES,5954 PICO 90035-2658,,,,722110,Full-service restaurants,10,10/06/2008,,"(34.052, -118.3695)"
0000735414-0002-5,BOSSA NOVA INC,BOSSA NOVA  BRAZILIAN CUISINE,10982 W PICO BLVD,LOS ANGELES,10982 PICO 90064-2115,4460 W ROSECRANS AVENUE,HAWTHORNE,90250-6934,722110,Full-service restaurants,5,07/01/2005,,"(34.0384, -118.4319)"
0000522607-0001-4,4 FRATELLI INC,PANZANELLA RISTORANTE,14928 VENTURA BLVD,SHERMAN OAKS,14928 VENTURA 91403-3455,,,,722110,Full-service restaurants,4,01/01/2004,,"(34.1524, -118.458)"
